Station_id,month,year,avg_temperature (C DegC),std_deviation_water_temperature (C DegC),min_temperature (C DegC),max_temperature (C DegC)
CRMS0175-H01,9,2023,30.0368611,1.633314038,26.02,35.1
CRMS0178-H01,7,2009,30.03452828,1.348034392,27.41,34.84
CRMS0319-H01,7,2014,30.03428763,1.391496875,26.9,33.42
CRMS0178-H01,8,2009,30.02779571,1.230694129,27.26,33.46
CRMS0178-H01,6,2019,30.02743058,1.059878067,27.46,33.03
CRMS0319-H01,8,2016,30.02026877,1.768459321,25.38,34.41
CRMS0178-H01,9,2023,30.01830557,1.243450819,26.71,32.73
CRMS0175-H01,6,2023,30.01697224,2.087624461,25.93,36.37
CRMS0978-H01,8,2022,30.01415323,1.417856477,27.15,34.53
CRMS0310-H01,7,2019,30.01295701,2.195362775,25.32,36.26
CRMS0178-H01,7,2012,29.99830644,1.348596778,26.58,33.51
CRMS0337-H01,6,2015,29.99629169,1.434035723,25.97,33.9
CRMS0319-H01,6,2008,29.98416665,1.131834088,27.9,32.98
CRMS0292-H01,7,2021,29.98416664,2.140760553,25.23,36.65
CRMS0310-H01,8,2012,29.97572778,2.490803741,24.52,35.88
CRMS0292-H01,6,2014,29.97348611,2.859000265,24.13,38.23
CRMS0318-H01,9,2010,29.97291985,2.312319351,23.34,37.71
CRMS0318-H01,9,2016,29.96990277,2.023269475,20.66,35.15
CRMS0318-H01,6,2016,29.96455555,1.919843856,25.74,36.29
CRMS0164-H01,9,2023,29.96152779,1.53151977,26.1,34.03
CRMS0337-H01,8,2016,29.95729838,1.773119086,25.59,35.17
CRMS0318-H01,9,2019,29.95724998,2.096705048,26.15,37.84
CRMS0164-H01,6,2009,29.95714886,2.67105096,23.61,35.46
CRMS0978-H01,6,2016,29.94159722,1.871472166,0,34.76
CRMS0978-H01,8,2012,29.94094089,2.31725477,24.56,35.13
CRMS0978-H01,9,2019,29.93852775,1.850505054,26.54,35.13
CRMS0292-H01,7,2013,29.93817206,2.525776217,24.49,37.31
CRMS0978-H01,6,2008,29.93630557,1.339138048,26.96,33.67
CRMS0310-H01,6,2008,29.93313213,1.581898116,26.04,35.17
CRMS0292-H01,6,2016,29.93202774,2.02182006,25.18,37.11
CRMS0319-H01,6,2016,29.92683331,1.286402626,27.15,33.97
CRMS0318-H01,7,2019,29.92467023,2.247950698,25.23,36.51
CRMS0337-H01,6,2018,29.92376046,1.582340599,26.62,34.48
CRMS0318-H01,6,2008,29.92366668,2.102082334,25.47,36.29
CRMS0336-H01,8,2022,29.92329297,1.270925517,27.38,34.18
CRMS0178-H01,8,2016,29.92221772,1.600290174,25.72,33.35
CRMS0319-H01,8,2013,29.92143819,1.691201159,25.86,33.91
CRMS0292-H01,6,2007,29.91998615,2.580026089,24.5,38.51
CRMS0335-H01,8,2017,29.91678762,1.714760377,26.53,35.03
CRMS0978-H01,9,2016,29.91219446,1.563987349,23.56,32.93
CRMS0335-H01,9,2016,29.90558334,1.432662078,24.66,33.59
CRMS0164-H01,6,2015,29.90408339,1.870235325,26.42,35.18
CRMS0164-H01,6,2019,29.90244445,1.623181563,26.32,34.42
CRMS0292-H01,9,2013,29.9023611,2.484665264,24.5,36.74
CRMS0336-H01,9,2016,29.90136108,1.513902651,23.86,32.77
CRMS0178-H01,8,2017,29.89348116,1.460853391,26.92,33.79
CRMS0335-H01,9,2012,29.88943388,1.073169678,27.91,32.07
CRMS0318-H01,8,2012,29.88493166,2.642675526,24.15,37.83
CRMS0175-H01,9,2016,29.88175,1.715069015,23.44,34.01
CRMS0310-H01,9,2019,29.8811667,1.83408541,26.2,36.44
CRMS0336-H01,7,2019,29.87961022,2.045406763,25.29,35.17
CRMS0310-H01,9,2018,29.87622223,1.789164955,26.48,35.38
CRMS0310-H01,9,2016,29.87494447,1.573126472,22.56,33.72
CRMS0335-H01,8,2022,29.8738441,1.428473635,27.09,34.14
CRMS0337-H01,7,2014,29.87051076,1.650939298,26.52,34.57
CRMS0318-H01,9,2018,29.86913887,2.015178908,25.99,36.24
CRMS0164-H01,8,2017,29.86436827,1.911221755,26.1,36.08
CRMS0978-H01,7,2019,29.86068554,2.065285323,25.29,35
CRMS0319-H01,7,2019,29.85912627,1.966841915,25.54,34.6
CRMS0319-H01,9,2016,29.85906945,1.296629405,25.35,32.47
CRMS0336-H01,9,2019,29.85863889,1.625293837,26.61,34.12
CRMS0178-H01,6,2013,29.854875,1.166172585,27.14,33.56
CRMS0164-H01,8,2016,29.85465055,2.036495196,24.96,34.86
CRMS0337-H01,6,2016,29.8517639,1.329195372,27.05,33.92
CRMS0310-H01,6,2012,29.8438611,2.155831131,24.93,36.39
CRMS0175-H01,8,2012,29.83965056,2.403204372,25.02,35.74
CRMS0335-H01,7,2019,29.83539467,2.160027647,25.52,35.4
CRMS0319-H01,9,2019,29.83398613,1.549998126,26.8,33.95
CRMS0175-H01,7,2019,29.82864244,2.212134621,25.4,36.52
CRMS0310-H01,7,2013,29.82239247,1.867183385,25.56,36.24
CRMS0318-H01,8,2022,29.81892327,1.72950895,26.53,35.6
CRMS0318-H01,7,2013,29.81000002,2.27469605,25.07,38.7
CRMS0978-H01,9,2018,29.80484723,1.732130055,26.51,34.08
CRMS0164-H01,6,2023,29.7973333,1.785123995,25.82,35.33
CRMS0337-H01,6,2008,29.79140272,1.336741279,26.82,33.69
CRMS0178-H01,6,2018,29.79099999,1.248636,26.82,33.58
CRMS0292-H01,9,2010,29.78980555,2.060031458,23.98,35.94
CRMS0178-H01,9,2016,29.78901385,1.288428075,25.23,32.31
CRMS0337-H01,8,2013,29.78475809,1.627519474,26.18,34.88
CRMS0292-H01,8,2008,29.78350806,2.564664436,25.23,38.28
CRMS0978-H01,7,2013,29.78150537,1.637605368,25.84,34.7
CRMS0337-H01,9,2016,29.77755553,1.377382076,24.16,33.37
CRMS0178-H01,6,2015,29.77569442,1.17809889,27.49,32.83
CRMS0292-H01,7,2020,29.77086023,2.624115374,25.57,37.34
CRMS0336-H01,8,2012,29.76087367,2.337679769,24.24,34.52
CRMS0337-H01,7,2019,29.75946236,1.916731521,25.43,34.83
CRMS0164-H01,9,2016,29.75644446,1.594175817,23.91,33.63
CRMS0310-H01,7,2020,29.7561828,2.033212604,26.17,36.21
CRMS0310-H01,7,2007,29.75087273,1.274659525,27.49,34.14
CRMS0336-H01,7,2020,29.75053834,1.793108071,26.19,34.56
CRMS0336-H01,7,2013,29.74719086,1.597587052,25.85,33.65
CRMS0164-H01,6,2018,29.74351384,1.848065232,26.03,34.69
CRMS0292-H01,8,2022,29.74134504,2.245993241,26.04,37.95
CRMS0164-H01,8,2013,29.74047043,1.959848816,25.61,34.67
CRMS0336-H01,9,2018,29.74031948,1.681771667,26.42,34.14
CRMS0337-H01,7,2007,29.73711655,1.459885031,26.96,34.68
CRMS0175-H01,9,2018,29.73679166,1.862597455,26.19,35.56
CRMS0978-H01,7,2020,29.72963709,1.878328557,26.28,34.39
CRMS0175-H01,6,2022,29.72818059,0.949827523,27.81,32.42
CRMS0318-H01,7,2020,29.72807798,2.240197675,25.4,37.08
CRMS0337-H01,8,2022,29.72780821,0.850266666,28.29,32.15
CRMS0335-H01,9,2018,29.72181939,1.720135201,26.38,34.93
CRMS0978-H01,6,2007,29.71663885,1.826698877,25.1,34.71
CRMS0978-H01,6,2012,29.71473613,2.06114363,25.65,34.89
CRMS0178-H01,6,2009,29.71097221,2.225316861,24.06,34.28
CRMS0178-H01,6,2023,29.70981939,1.618546131,26.19,34.72
CRMS0164-H01,7,2007,29.70977153,1.926359941,25.07,34.25
CRMS0335-H01,9,2019,29.69570831,1.658782339,26.28,35.76
CRMS0336-H01,6,2007,29.68991667,1.780364738,25.27,34.52
CRMS0175-H01,9,2019,29.68979167,2.088936552,25.8,37.15
CRMS0319-H01,8,2017,29.68526139,1.597303003,26.66,33.09
CRMS0164-H01,6,2016,29.68386116,1.652276797,26.39,34.73
CRMS0310-H01,9,2013,29.67681941,1.776849393,24.66,33.78
CRMS0335-H01,8,2012,29.67005376,2.247840161,23.73,34.83
CRMS0164-H01,6,2008,29.66818055,1.723514228,26.06,34.42
CRMS0164-H01,7,2014,29.66483178,1.951859866,25.47,35.11
CRMS0178-H01,7,2007,29.65892474,1.415254531,26.03,34.17
CRMS0319-H01,8,2012,29.65870962,2.178527454,25.06,34.45
CRMS0336-H01,9,2013,29.65784722,1.655504581,24.61,33.89
CRMS0336-H01,9,2010,29.65651385,1.868727908,24.05,34.18
CRMS0319-H01,9,2018,29.65187502,1.555699322,26.63,33.74
CRMS0335-H01,7,2020,29.64478499,1.856168063,26.29,34.32
CRMS0337-H01,9,2019,29.639125,1.547443795,26.82,34.42
CRMS0310-H01,9,2010,29.62505554,1.796060863,24.55,35.05
CRMS0175-H01,6,2007,29.62204165,2.063108298,25.08,36.37
CRMS0178-H01,8,2022,29.61745963,1.075005221,27.3,33.03
CRMS0292-H01,7,2019,29.6151747,2.260892222,25.41,36.7
CRMS0178-H01,6,2008,29.61156941,0.994618543,27.41,32.34
CRMS0175-H01,7,2020,29.60890582,2.234153065,25.72,37.12
CRMS0318-H01,9,2013,29.60816665,2.100696753,24.15,34.92
CRMS0318-H01,6,2012,29.6039799,2.486761091,24.39,36.69
CRMS0978-H01,9,2013,29.59437496,1.628271834,24.48,33.58
CRMS0178-H01,8,2013,29.59185483,1.560995226,26.05,33.48
CRMS0337-H01,9,2018,29.59095836,1.556554281,26.61,33.6
CRMS0178-H01,7,2019,29.5769758,1.658287012,25.87,33.49
CRMS0335-H01,9,2010,29.57316669,1.853877465,23.41,34.41
CRMS0337-H01,9,2010,29.57029167,1.808703308,23.97,35.66
CRMS0978-H01,9,2010,29.56702779,1.752047889,24.45,33.99
CRMS0337-H01,7,2020,29.55772849,1.565658976,26.26,33.78
CRMS0175-H01,8,2022,29.55605649,1.387746112,27.02,35.78
CRMS0318-H01,8,2008,29.55330645,2.574479903,25.17,39.45
CRMS0335-H01,7,2013,29.55186828,1.55475034,25.65,34.86
CRMS0175-H01,9,2013,29.54588887,1.892516126,24.6,34.67
CRMS0319-H01,7,2013,29.5293414,1.443964813,25.86,33.14
CRMS0337-H01,8,2012,29.51884252,2.104455663,24.06,35.72
CRMS0337-H01,7,2013,29.50505376,1.480861518,26.11,35.04
CRMS0319-H01,9,2013,29.50440279,1.521295437,24.69,33.45
CRMS0292-H01,9,2009,29.50247222,1.967189097,23.58,35.97
CRMS0319-H01,9,2010,29.50044445,1.669738508,24.7,33.86
CRMS0319-H01,7,2020,29.50010042,1.752745519,22.48,33.55
CRMS0175-H01,6,2014,29.49126386,2.317779244,24.15,36.51
CRMS0175-H01,9,2010,29.48562502,1.873087907,24.14,35.61
CRMS0178-H01,6,2016,29.48218054,1.179456578,26.79,32.75
CRMS0164-H01,7,2019,29.48184142,2.045968738,25.38,35.53
CRMS0336-H01,6,2012,29.47934721,1.884543314,25.72,35.32
CRMS0318-H01,6,2007,29.47737502,2.557497663,24.09,38.44
CRMS0319-H01,9,2022,29.47704078,1.32901983,26.67,32.89
CRMS0164-H01,8,2012,29.47251343,2.210916961,24.86,34.44
CRMS0178-H01,9,2018,29.4693472,1.316068046,26.9,32.98
CRMS0164-H01,9,2018,29.46747224,1.761013269,26.35,35.24
CRMS0178-H01,9,2019,29.46411111,1.542542427,26.39,34.02
CRMS0175-H01,8,2013,29.45390074,1.953706446,25.59,35.56
CRMS0337-H01,9,2013,29.44861112,1.552113304,24.71,34.58
CRMS0319-H01,8,2022,29.44116939,1.278391298,26.79,32.77
CRMS0175-H01,6,2012,29.43913768,2.164051081,25.9,35.5
CRMS0336-H01,6,2014,29.43865274,1.898629741,24.47,33.6
CRMS0178-H01,7,2014,29.42782258,1.292228888,26.32,33.64
CRMS0164-H01,9,2019,29.42755555,1.891462939,25.81,35.58
CRMS0336-H01,8,2008,29.41712367,1.709306098,25.71,33.96
CRMS0178-H01,7,2021,29.41524788,1.046671159,27.14,32.45
CRMS0319-H01,6,2012,29.41399999,1.861809219,25.71,35.21
CRMS0292-H01,9,2007,29.4107778,2.339027453,23.11,38.54
CRMS0178-H01,8,2012,29.40376344,1.862937097,25.13,33.64
CRMS0335-H01,9,2013,29.40222221,1.683792099,24.52,34.53
CRMS0310-H01,6,2014,29.38305557,2.046678747,24.27,35.47
CRMS0335-H01,6,2014,29.38108336,2.024836462,24.65,34.04
CRMS0310-H01,8,2008,29.37493278,1.876612182,25.18,35.3
CRMS0978-H01,6,2014,29.37191664,2.025264247,24.22,33.84
CRMS0164-H01,7,2013,29.35940778,1.930383638,24.9,34.86
CRMS0178-H01,7,2020,29.35196234,1.482669077,26.27,32.92
CRMS0292-H01,9,2006,29.35015277,2.486051593,22.4,38.6
CRMS0335-H01,6,2012,29.3463194,1.895027391,25.96,35.46
CRMS0292-H01,9,2014,29.33931944,2.579769298,23.2,36.56
CRMS0319-H01,8,2020,29.33399343,1.536958002,26.76,33.15
CRMS0318-H01,9,2007,29.29887504,2.340707828,22.9,40.12
CRMS0319-H01,6,2007,29.25224183,1.047960848,26.9,32.3
CRMS0164-H01,6,2007,29.25119442,1.91706373,24.53,34.84
CRMS0318-H01,6,2014,29.24578721,2.486613504,23.73,37.15
CRMS0292-H01,9,2022,29.23490278,2.956994055,18.52,35.51
CRMS0337-H01,8,2008,29.22389787,1.745010227,25.43,35.92
CRMS0164-H01,7,2020,29.22181455,1.958915565,25.94,35.14
CRMS0319-H01,6,2014,29.21351391,1.704189556,24.74,33.1
CRMS0337-H01,6,2007,29.21316322,1.789150351,25.38,35.34
CRMS0164-H01,9,2013,29.20983331,1.74589067,24.66,33.57
CRMS0178-H01,9,2010,29.20593061,1.532882064,24.69,33.48
CRMS0175-H01,8,2008,29.2044244,2.054489966,25.44,37.29
CRMS0319-H01,8,2008,29.19848118,1.51206186,25.5,32.78
CRMS0178-H01,7,2013,29.19451614,1.297078736,25.94,32.84
CRMS0178-H01,9,2013,29.189125,1.326575683,25.12,31.95
CRMS0978-H01,9,2007,29.18151392,1.566680158,25.06,33.54
CRMS0337-H01,6,2012,29.17690279,1.853371876,24.46,34.33
CRMS0318-H01,9,2009,29.17580301,2.067505585,22.93,35.56
CRMS0164-H01,6,2012,29.15843056,2.118474181,24.82,34.9
CRMS0178-H01,6,2012,29.10189573,1.628977415,26.25,32.93
CRMS0164-H01,9,2010,29.09931944,1.844349571,24.12,34.75
CRMS0164-H01,8,2008,29.0944249,2.104095941,24.36,35.23
CRMS0318-H01,6,2020,29.08780555,2.089769589,24.48,35.28
CRMS0310-H01,9,2009,29.07974999,1.702575221,24.26,33.35
CRMS0337-H01,6,2014,29.07612502,1.7707273,24.57,34.39
CRMS0336-H01,9,2009,29.05279165,1.604360818,25.26,33.73
CRMS0164-H01,9,2008,29.04918238,1.702990671,26.18,32.67
CRMS0175-H01,9,2007,29.04783337,1.696021796,24.44,35.35
CRMS0292-H01,9,2017,29.03908332,2.625573178,22.53,35.95
CRMS0978-H01,9,2022,29.03597224,2.957490059,18.95,35.01
CRMS0978-H01,8,2008,29.03023622,1.920053506,25.76,34.75
CRMS0164-H01,6,2014,29.02623612,2.171698651,23.86,34.93
CRMS0310-H01,6,2020,29.02593057,1.764506597,24.97,34.15
CRMS0178-H01,8,2008,29.02563929,1.442756139,25.9,33.28
CRMS0319-H01,9,2009,29.02436114,1.489789425,24.74,32.27
CRMS0336-H01,9,2007,29.02315282,1.618071439,25.42,32.97
CRMS0337-H01,9,2007,29.01789987,1.695240633,25.29,35.8
CRMS0336-H01,9,2022,29.01519445,2.838507377,19.55,33.47
CRMS0336-H01,6,2020,29.00999997,1.674978076,25.92,33.41
CRMS0175-H01,7,2013,29.00559055,2.125207936,25.32,34.64
CRMS0292-H01,6,2020,28.99576387,2.141565693,24.15,36.84
CRMS0978-H01,9,2009,28.988375,1.540865908,25.14,32.74
CRMS0310-H01,9,2022,28.988125,3.026832515,18.96,35.27
CRMS0978-H01,9,2017,28.95633332,2.369094221,22.9,33
CRMS0335-H01,6,2020,28.94616668,1.786147771,25.31,33.99
CRMS0175-H01,9,2006,28.94304168,2.027549189,23.2,34.58
CRMS0178-H01,6,2007,28.93841668,1.560524684,24.72,33.35
CRMS0318-H01,9,2022,28.93718055,3.192975927,17.71,34.7
CRMS0319-H01,6,2020,28.9358889,1.550094254,26.16,33.2
CRMS0978-H01,6,2020,28.93498613,1.687819713,25.54,33.62
CRMS0310-H01,6,2021,28.93430559,1.995159804,24.54,34.37
CRMS0318-H01,6,2021,28.93293054,2.133880584,24.68,35.11
CRMS0336-H01,6,2021,28.9324861,1.759307597,24.99,33.59
CRMS0335-H01,6,2021,28.91376392,1.941958087,25.28,34.24
CRMS0175-H01,9,2009,28.90414464,1.631697906,24.73,33.36
CRMS0310-H01,9,2014,28.89240279,2.315176227,23.27,34.28
CRMS0335-H01,9,2014,28.88688885,2.26604595,24,34.16
CRMS0178-H01,6,2014,28.87515992,1.683297369,24.37,32.99
CRMS0978-H01,9,2014,28.87240275,2.211825336,24,33.89
CRMS0978-H01,9,2006,28.87184981,1.754415998,23.73,33.26
CRMS0337-H01,9,2009,28.87169447,1.391820155,25.06,32.62
CRMS0318-H01,9,2014,28.87133333,2.613553766,21.78,36.21
CRMS0175-H01,6,2020,28.86931943,1.892311147,24.85,35.01
CRMS0292-H01,9,2012,28.84954167,2.499359073,22.56,35.93
CRMS0336-H01,9,2014,28.84916171,2.272018404,24.25,33.72
CRMS0310-H01,5,2018,28.84731184,2.151808979,22.87,33.75
CRMS0319-H01,9,2014,28.84294448,2.065301373,24.78,33.83
CRMS0292-H01,5,2012,28.83329744,3.030511864,21.47,37.35
CRMS0337-H01,9,2014,28.8311111,2.151788357,24.67,34.04
CRMS0175-H01,9,2022,28.82461111,3.005847042,18.02,34.65
CRMS0319-H01,6,2021,28.82204168,1.695042444,24.99,33.27
CRMS0310-H01,9,2017,28.82120835,2.456249839,22.48,33.31
CRMS0164-H01,9,2009,28.82115275,1.764236302,23.68,33.35
CRMS0318-H01,9,2017,28.81750001,2.766770733,21.79,34.99
CRMS0336-H01,9,2006,28.81005553,1.717738003,23.74,32.98
CRMS0336-H01,9,2017,28.80806945,2.253752381,22.87,32.54
CRMS0337-H01,6,2021,28.80794441,1.660281783,25.19,34.03
CRMS0164-H01,9,2007,28.79984722,1.692117698,25.15,33.92
CRMS0175-H01,9,2017,28.79540283,2.533617573,21.94,33.52
CRMS0178-H01,9,2007,28.79097225,1.314886999,25.6,32.48
CRMS0175-H01,6,2021,28.78609721,2.136938704,24.34,36.2
CRMS0178-H01,9,2022,28.7822778,2.588729567,19.8,32.97
CRMS0178-H01,9,2014,28.78172221,2.083603653,24.64,32.6
CRMS0337-H01,6,2020,28.77898611,1.489138495,25.28,32.71
CRMS0978-H01,5,2018,28.77538981,2.060048416,22.83,33.13
CRMS0292-H01,6,2021,28.77475314,2.551019727,23.64,36.36
CRMS0978-H01,9,2012,28.76956942,1.602226058,24.96,33.08
CRMS0318-H01,9,2012,28.76670835,2.380875761,23.01,36.81
CRMS0164-H01,9,2014,28.75445832,2.377073497,23.98,34.69
CRMS0310-H01,6,2017,28.74356947,1.840426048,23.77,34.27
CRMS0978-H01,6,2021,28.73622218,1.869263377,24.58,33.29
CRMS0292-H01,5,2018,28.73452955,2.650447132,22.79,34.63
CRMS0337-H01,9,2006,28.72805559,1.643384479,23.85,33.81
CRMS0175-H01,5,2018,28.70706992,2.231632031,22.67,33.57
CRMS0292-H01,5,2010,28.70482527,2.910530803,22.49,38.19
CRMS0335-H01,9,2017,28.69390278,2.46161942,22.32,33.22
CRMS0310-H01,9,2012,28.67005554,1.815101573,24.25,34.76
CRMS0335-H01,9,2022,28.66620831,2.842659258,18.97,33.89
CRMS0319-H01,7,2007,28.62754034,1.482592397,24.66,32.21
CRMS0336-H01,5,2018,28.60524193,1.818312157,23.65,32.57
CRMS0178-H01,6,2020,28.60156949,1.313646332,25.83,32.35
CRMS0319-H01,5,2018,28.6009543,1.801726816,23.54,32.2
CRMS0337-H01,9,2017,28.5928472,2.175623579,22.99,32.63
CRMS0319-H01,9,2017,28.5911389,2.150373786,23.21,31.97
CRMS0178-H01,9,2009,28.58280945,1.297694905,24.76,32
CRMS0164-H01,6,2021,28.57819355,1.941279293,25.26,34.4
CRMS0164-H01,6,2020,28.57616666,1.65263114,25.53,33.67
CRMS0292-H01,9,2015,28.57026388,1.350071291,25.29,30.59
CRMS0164-H01,9,2022,28.56465277,2.77807432,19.11,34.13
CRMS0164-H01,9,2006,28.55847011,1.801726353,23.91,34.19
CRMS0336-H01,6,2017,28.54902778,1.588646997,24.58,33.49
CRMS0292-H01,6,2017,28.5457917,2.158161742,23.99,35.4
CRMS0318-H01,6,2017,28.52068341,2.054135054,23.61,35.05
CRMS0164-H01,9,2017,28.51406943,2.467599013,22.39,33.39
CRMS0978-H01,6,2017,28.51369443,1.688276292,24.25,33.02
CRMS0310-H01,5,2022,28.50934141,1.621366442,25.21,32.36
CRMS0175-H01,6,2017,28.47872225,1.786819398,24.92,34.22
CRMS0175-H01,9,2012,28.4777778,1.904696603,24.17,33.9
CRMS0336-H01,9,2012,28.46088885,1.648608555,24.15,32.45
CRMS0336-H01,5,2022,28.45509407,1.378856141,25.12,31.91
CRMS0336-H01,5,2010,28.44102148,2.253641137,23.87,35.23
CRMS0164-H01,5,2018,28.42298388,2.14169741,22.19,33.02
CRMS0319-H01,9,2012,28.42250002,1.470674555,24.97,32.18
CRMS0319-H01,6,2017,28.41940275,1.496894702,24.8,32.71
CRMS0335-H01,5,2018,28.40591401,1.971338786,22.99,33.04
CRMS0335-H01,6,2017,28.39011113,1.674102567,23.72,33.16
CRMS0310-H01,5,2012,28.38396505,2.394075656,22.16,34.49
CRMS0178-H01,6,2021,28.37972225,1.375679943,24.9,31.8
CRMS0337-H01,9,2012,28.35127776,1.52031892,24.88,33.13
CRMS0978-H01,5,2022,28.34473119,1.428446026,25.16,31.52
CRMS0310-H01,5,2010,28.34290322,2.261417558,21.91,34.88
CRMS0164-H01,9,2012,28.33355555,1.847391607,23.72,33.34
CRMS0178-H01,9,2017,28.3241389,2.139202433,23.12,31.62
CRMS0337-H01,6,2017,28.32411436,1.517991054,24.76,32.89
CRMS0337-H01,5,2018,28.3189113,1.951060496,22.18,32.8
CRMS0335-H01,5,2022,28.30969089,1.545947088,25.25,32.36
CRMS0335-H01,5,2010,28.30229835,2.236228882,23.26,35.26
CRMS0978-H01,5,2012,28.30153224,2.313008171,22.49,33.41
CRMS0292-H01,9,2011,28.3004722,2.445137366,22.02,35.17
CRMS0978-H01,5,2010,28.2823656,2.109299495,23.07,33.96
CRMS0337-H01,5,2022,28.24702957,1.262939773,25.23,31.8
CRMS0336-H01,5,2012,28.24186828,2.092665111,22.68,33
CRMS0164-H01,6,2017,28.20604166,1.781685869,23.88,33.34
CRMS0319-H01,5,2010,28.20030916,1.949517252,23.98,33.12
CRMS0292-H01,5,2022,28.19701613,2.131439283,24.01,33.91
CRMS0175-H01,5,2010,28.17561826,2.266668161,22.77,34.99
CRMS0292-H01,9,2020,28.17104165,2.677464439,22.26,34.99
CRMS0178-H01,9,2012,28.13980559,1.196371517,25.33,31.91
CRMS0175-H01,5,2012,28.13811825,2.343505367,22.07,34.73
CRMS0310-H01,5,2019,28.13240593,2.081326755,23.95,34.17
CRMS0978-H01,9,2015,28.12349999,2.168916625,21.01,32.88
CRMS0337-H01,5,2010,28.11861557,2.049951945,23.58,33.85
CRMS0319-H01,9,2015,28.11604166,1.727112737,24,32.38
CRMS0319-H01,5,2012,28.1088306,1.941881911,22.99,32.31
CRMS0178-H01,5,2018,28.10341397,1.73907262,23.12,31.26
CRMS0318-H01,5,2022,28.10299111,1.925760853,24.36,33.2
CRMS0178-H01,6,2017,28.09750001,1.328964042,25.47,31.69
CRMS0318-H01,5,2010,28.07551074,2.902597662,20.69,37.66
CRMS0318-H01,5,2018,28.06721832,2.573341676,21.98,34.18
CRMS0336-H01,9,2015,28.06361109,1.976543391,22.33,33.03
CRMS0335-H01,5,2012,28.05713709,2.089633378,22.84,33
CRMS0178-H01,10,2018,28.04996751,1.48388073,23.68,30.43
CRMS0310-H01,10,2009,28.04576925,1.806984965,24.64,32.58
CRMS0310-H01,9,2015,28.03790277,2.072134833,19.97,34.46
CRMS0318-H01,5,2012,28.01736414,2.803590245,21.12,35.74
CRMS0318-H01,9,2015,28.00755555,2.493682123,18.4,35.85
CRMS0335-H01,9,2020,27.97205558,2.538620076,22.78,33.37
CRMS0310-H01,5,2007,27.97079296,1.444432964,24.43,33.99
CRMS0318-H01,9,2020,27.96634723,2.806963627,20.54,34.23
CRMS0335-H01,9,2011,27.96034721,1.753414101,22.93,32.28
CRMS0318-H01,9,2011,27.95838443,2.499371345,21.32,35.65
CRMS0164-H01,5,2010,27.952957,2.122193784,22.41,32.98
CRMS0336-H01,9,2020,27.95291669,2.538362678,22.54,32.8
CRMS0336-H01,5,2019,27.95059139,1.856371474,23.91,33.66
CRMS0292-H01,5,2023,27.95028227,2.712968698,20.16,35.54
CRMS0319-H01,5,2022,27.93987904,1.254772458,24.83,30.8
CRMS0292-H01,9,2008,27.92973612,2.443112277,22.86,35.56
CRMS0175-H01,9,2015,27.92315277,2.161188839,22.56,33.97
CRMS0319-H01,9,2020,27.91520831,2.541610156,22.43,32.92
CRMS0292-H01,5,2015,27.91081991,2.532712022,20.82,34.7
CRMS0310-H01,9,2011,27.91056948,2.001489086,22.89,33.2
CRMS0319-H01,5,2019,27.90821233,1.713322544,24.59,33.19
CRMS0318-H01,5,2019,27.9067339,2.281658617,22.72,35.16
CRMS0164-H01,5,2012,27.9040457,2.343221933,22.27,33.1
CRMS0337-H01,9,2015,27.89343534,1.87502196,21.58,32.6
CRMS0978-H01,9,2020,27.89237501,2.607840952,22.47,32.64
CRMS0978-H01,9,2011,27.89185238,1.865988489,23.05,32.1
CRMS0164-H01,5,2022,27.88987903,1.465803437,24.69,31.28
CRMS0175-H01,9,2014,27.88717948,2.244262436,24.01,33.58
CRMS0336-H01,5,2023,27.88341397,1.993986858,20.77,32.16
CRMS0310-H01,9,2020,27.86958332,2.621626054,22.77,33.42
CRMS0175-H01,9,2011,27.86501391,2.037580511,22.7,32.59
CRMS0978-H01,5,2019,27.86224464,1.867526883,23.78,33.8
CRMS0292-H01,5,2006,27.86194029,3.416733684,20.13,36.29
CRMS0336-H01,9,2011,27.85723612,1.652730885,22.53,31.18
CRMS0335-H01,9,2015,27.83019443,1.909866729,21.41,33.51
CRMS0310-H01,5,2023,27.82508067,2.170201539,19.93,33.31
CRMS0178-H01,9,2020,27.80783333,2.264886706,22.12,32.12
CRMS0178-H01,9,2015,27.80533333,1.760939087,23.21,31.53
CRMS0337-H01,5,2012,27.80241939,2.069312696,21.16,33.85
CRMS0164-H01,9,2015,27.80106944,2.116405946,21.86,33.39
CRMS0178-H01,5,2022,27.79928763,1.005219946,25.16,30.66
CRMS0319-H01,9,2011,27.79843058,1.685060014,23.16,31.43
CRMS0335-H01,5,2019,27.79728378,1.967995936,23.82,34.42
CRMS0336-H01,5,2015,27.77961026,1.926922119,21.29,32.72
CRMS0164-H01,9,2011,27.75224999,2.287252451,21.61,33.68
CRMS0175-H01,5,2019,27.74442204,2.118143355,23.66,34.68
CRMS0318-H01,9,2008,27.7407083,2.385559333,22.59,35.92
CRMS0978-H01,5,2023,27.74067204,1.97826724,20.42,32.96
CRMS0319-H01,5,2023,27.7352957,1.835141166,21.46,31.68
CRMS0164-H01,9,2020,27.70197222,2.546455891,21.49,33.49
CRMS0318-H01,5,2023,27.69142474,2.449310881,19.46,35.33
CRMS0337-H01,5,2019,27.67579302,1.756963907,24.12,33.4
CRMS0178-H01,5,2010,27.65834451,1.799685385,23.58,32.54
CRMS0310-H01,5,2015,27.65501347,2.134580644,20.67,32.86
