Station_id,month,year,avg_temperature (C DegC),std_deviation_water_temperature (C DegC),min_temperature (C DegC),max_temperature (C DegC)
CRMS0335-H01,5,2015,27.65268816,2.10529852,21.59,32.7
CRMS0175-H01,5,2023,27.6520161,2.430738591,18.83,34.88
CRMS0335-H01,5,2023,27.63815858,2.036262313,20.16,32.96
CRMS0318-H01,5,2015,27.63463712,2.524213247,19.33,34.42
CRMS0310-H01,9,2008,27.61194444,2.107393946,22.61,33.97
CRMS0175-H01,9,2020,27.60866669,2.523714501,22.36,33.19
CRMS0178-H01,9,2011,27.58962501,1.792913017,22.67,31.39
CRMS0978-H01,5,2006,27.56597958,2.695328937,20.55,32.67
CRMS0336-H01,9,2008,27.56333331,2.051171109,23.24,32.89
CRMS0337-H01,5,2023,27.56327959,1.921239078,20.87,31.93
CRMS0310-H01,9,2021,27.55769245,0.798249763,26.46,28.51
CRMS0175-H01,9,2021,27.55669445,2.462447439,21.08,34.34
CRMS0164-H01,5,2019,27.55080644,2.044977433,23.41,33.32
CRMS0175-H01,6,2009,27.54387641,1.925733013,24.36,33.33
CRMS0292-H01,5,2009,27.53905792,2.884573763,20.43,36.26
CRMS0164-H01,5,2023,27.5142742,2.105432236,20.4,33.32
CRMS0978-H01,5,2015,27.50059139,1.852870226,21.41,31.44
CRMS0175-H01,5,2015,27.46966396,2.104505942,20.09,32.75
CRMS0337-H01,9,2008,27.46578581,1.870020985,23.62,32.15
CRMS0164-H01,5,2015,27.45643816,2.183543884,20.68,32.32
CRMS0292-H01,5,2008,27.45041669,2.997158417,19.34,36.57
CRMS0335-H01,9,2021,27.42478722,2.344599281,21.8,33.49
CRMS0310-H01,5,2009,27.38020162,2.731612288,19.09,33.96
CRMS0178-H01,5,2012,27.36749996,1.052598716,25.71,29.76
CRMS0319-H01,9,2008,27.36369447,1.794297093,23.57,32.32
CRMS0178-H01,5,2019,27.35887094,1.517948635,24.29,31.51
CRMS0336-H01,5,2009,27.32444897,2.455077287,20.14,32.99
CRMS0337-H01,5,2015,27.30575272,1.919208632,21.21,32.33
CRMS0318-H01,5,2009,27.23450268,3.138480265,16.97,36.94
CRMS0178-H01,9,2008,27.20293055,1.85433879,23.03,31.52
CRMS0318-H01,5,2011,27.16548675,3.513538882,13.03,36.49
CRMS0319-H01,5,2009,27.15607528,2.243937591,20.9,32.27
CRMS0337-H01,9,2020,27.13768569,2.19717802,23.01,31.73
CRMS0292-H01,5,2011,27.13161286,3.610874376,16.32,35.91
CRMS0175-H01,5,2022,27.12188172,1.29879516,24.59,30.72
CRMS0178-H01,5,2023,27.11642473,1.788692941,20.99,31.3
CRMS0336-H01,5,2008,27.11490588,2.195698709,22.19,33.12
CRMS0178-H01,5,2015,27.01788977,1.832124704,21.78,30.77
CRMS0175-H01,5,2009,26.98768817,2.475758081,20.87,33.5
CRMS0310-H01,5,2008,26.97443551,2.232013774,21.25,33.11
CRMS0978-H01,5,2009,26.94659947,2.346836618,18.27,32.43
CRMS0337-H01,5,2006,26.93204454,2.988286428,17.09,35
CRMS0164-H01,5,2009,26.91076296,2.43676222,19.68,32.19
CRMS0319-H01,5,2008,26.88977152,2.003871438,21.82,32.53
CRMS0337-H01,5,2009,26.8543817,2.26948506,20.74,32.79
CRMS0175-H01,5,2008,26.82600803,2.338310195,20.5,34.13
CRMS0978-H01,5,2008,26.81575269,2.043717825,21.77,32.58
CRMS0292-H01,5,2016,26.78018815,2.547205425,21.8,34.26
CRMS0310-H01,5,2016,26.77498656,2.261355308,21.57,32.54
CRMS0318-H01,5,2008,26.76343203,2.729069721,17.81,35.29
CRMS0318-H01,9,2021,26.73666667,1.371287661,24.86,29.97
CRMS0336-H01,5,2016,26.73216394,2.239492816,21.71,31.59
CRMS0337-H01,5,2008,26.71112901,2.159504887,19.92,33.21
CRMS0336-H01,5,2011,26.69409278,2.898006427,16.84,32.77
CRMS0164-H01,5,2008,26.68437414,2.275354324,21.43,32.3
CRMS0335-H01,5,2016,26.6759005,2.261353169,21.5,33.21
CRMS0292-H01,5,2014,26.65603495,3.37314669,19.02,36.26
CRMS0978-H01,5,2016,26.63827959,2.38801656,0,32.49
CRMS0318-H01,5,2016,26.63395158,2.53320848,20.26,33.88
CRMS0292-H01,5,2007,26.60358007,2.369428895,19.96,35.35
CRMS0319-H01,5,2016,26.58091398,2.049480122,21.98,31.56
CRMS0292-H01,5,2013,26.57931454,4.11804069,12.73,37.88
CRMS0292-H01,10,2018,26.5787634,2.873711782,19.14,34.57
CRMS0335-H01,5,2011,26.57059862,3.123518303,14.75,33.48
CRMS0978-H01,5,2014,26.55752044,2.264204401,19.77,31.91
CRMS0978-H01,9,2021,26.55560968,0.941969399,25.24,28.71
CRMS0337-H01,5,2016,26.49971774,2.132217728,21.92,31.9
CRMS0175-H01,5,2011,26.46638446,3.116532813,17.15,32.97
CRMS0978-H01,5,2011,26.46569893,3.021613649,14.59,32.31
CRMS0164-H01,5,2016,26.46336022,2.359189476,20.65,32.76
CRMS0310-H01,5,2020,26.45001345,2.645960279,18.21,32.04
CRMS0978-H01,5,2007,26.41813173,1.598035664,21.86,32.05
CRMS0310-H01,5,2011,26.39584679,3.359508769,13.22,33.3
CRMS0319-H01,5,2011,26.38698922,2.769905739,18.39,31.68
CRMS0292-H01,5,2019,26.3845302,1.955207784,22.66,31.39
CRMS0178-H01,5,2009,26.37497976,1.920916504,20.64,30.45
CRMS0978-H01,5,2020,26.36439517,2.575896503,18.84,31.73
CRMS0336-H01,5,2020,26.3346505,2.460021617,19.52,31.89
CRMS0292-H01,5,2020,26.32876339,3.034818012,18.24,34.09
CRMS0310-H01,5,2021,26.32413976,1.793538897,21.82,31.07
CRMS0319-H01,5,2020,26.31805106,2.321199926,19.4,31.13
CRMS0175-H01,5,2020,26.31721772,2.744762951,18.52,32.73
CRMS0175-H01,5,2007,26.3139113,1.804210222,21.56,33.07
CRMS0337-H01,9,2011,26.29601389,1.876146752,21.4,31.36
CRMS0337-H01,5,2011,26.29088033,2.963563553,15.16,32.42
CRMS0336-H01,5,2021,26.26633065,1.548199968,23.34,30.99
CRMS0319-H01,5,2021,26.23420702,1.394243003,23.31,30.26
CRMS0318-H01,5,2020,26.23263438,2.982299271,17.06,32.95
CRMS0336-H01,5,2007,26.20991921,1.822859723,21.04,31.15
CRMS0335-H01,5,2020,26.20439515,2.604980647,17.94,31.82
CRMS0337-H01,9,2021,26.19131151,0.609651552,25.34,27.27
CRMS0178-H01,5,2008,26.18368275,1.877892511,21.97,30.66
CRMS0164-H01,5,2021,26.17090056,1.708817553,22.01,30.98
CRMS0335-H01,5,2021,26.16724461,1.704444682,22.68,31.43
CRMS0318-H01,5,2021,26.15982485,2.07502261,21.42,32.24
CRMS0292-H01,5,2017,26.1575403,3.134921812,16.67,34.07
CRMS0164-H01,5,2020,26.14971773,2.53685729,19.04,31.76
CRMS0337-H01,5,2020,26.14100806,2.413069624,19.3,31.38
CRMS0978-H01,5,2021,26.13631721,1.692705825,22.29,30.51
CRMS0310-H01,5,2017,26.13275537,2.745288135,16.87,31.92
CRMS0164-H01,5,2011,26.11931453,3.224613655,17.02,32.05
CRMS0310-H01,5,2014,26.11599463,2.58519079,19.32,33.04
CRMS0319-H01,9,2021,26.11178571,0.657084122,24.97,27.24
CRMS0337-H01,5,2021,26.09276882,1.455123548,22.74,31.17
CRMS0336-H01,4,2016,26.07956097,0.896008732,24.16,28.21
CRMS0178-H01,5,2016,26.07876345,1.836979502,21.56,30.52
CRMS0310-H01,5,2013,26.05215048,3.506985931,14.28,33.83
CRMS0175-H01,5,2021,26.05186831,1.886188274,21.33,32.16
CRMS0318-H01,5,2007,26.0515054,2.388810984,16.36,35.26
CRMS0318-H01,10,2018,26.01970429,3.283027894,18.05,34.39
CRMS0336-H01,5,2014,26.0145027,2.431791516,19.35,31.56
CRMS0175-H01,5,2017,26.00807792,2.71765548,15.86,32
CRMS0175-H01,5,2014,25.99327956,2.716405271,19.04,33.34
CRMS0175-H01,10,2018,25.99111557,2.968376645,19.26,32.86
CRMS0164-H01,10,2018,25.98608873,2.747763782,19.68,31.72
CRMS0978-H01,5,2017,25.98387098,2.548300705,17.53,31.48
CRMS0978-H01,10,2018,25.96571232,3.05384464,18.77,31.52
CRMS0310-H01,10,2018,25.96303765,3.107135101,18.79,32.48
CRMS0292-H01,10,2016,25.94870966,2.386289406,19.06,32.3
CRMS0319-H01,5,2014,25.94211019,2.152253751,20.73,31.12
CRMS0336-H01,10,2018,25.94056452,2.983314115,19.61,31.25
CRMS0178-H01,5,2011,25.91333334,2.806354029,19.17,31.07
CRMS0318-H01,5,2014,25.91297112,3.250606276,16.21,34.93
CRMS0336-H01,5,2017,25.89572578,2.417775948,18.18,30.8
CRMS0178-H01,5,2007,25.88116934,1.433332536,20.99,30.84
CRMS0337-H01,5,2007,25.87857709,1.030435411,23.71,28.56
CRMS0337-H01,10,2018,25.87413973,2.816782712,20.37,30.95
CRMS0318-H01,5,2017,25.85544355,3.127738927,15.14,33.04
CRMS0319-H01,10,2018,25.8494355,2.872819562,19.96,31.24
CRMS0319-H01,5,2017,25.83954306,2.347821767,19.03,30.59
CRMS0178-H01,5,2020,25.83936828,2.327060248,19.76,30.08
CRMS0175-H01,5,2016,25.81727276,2.173746306,21.3,31.55
CRMS0178-H01,5,2021,25.81049732,1.190858925,23.24,29.72
CRMS0335-H01,5,2014,25.80756719,2.479991049,17.82,32.73
CRMS0335-H01,10,2018,25.79323922,2.940603036,19.25,31.41
CRMS0978-H01,10,2021,25.76798883,3.292019249,16.55,30.88
CRMS0336-H01,5,2013,25.74947579,3.289766334,16.63,33.58
CRMS0318-H01,5,2013,25.74850339,3.892676399,10.29,36.1
CRMS0335-H01,5,2017,25.72227148,2.504714848,16.63,31.57
CRMS0310-H01,10,2021,25.7157258,3.365000042,16.01,32.18
CRMS0978-H01,5,2013,25.68807795,3.201479567,16.03,32.55
CRMS0336-H01,10,2021,25.67715053,3.302469282,15.93,29.94
CRMS0318-H01,10,2021,25.6761559,3.624514956,14.32,31.97
CRMS0164-H01,5,2007,25.66573489,1.524048728,21.25,30.53
CRMS0337-H01,10,2021,25.65321236,3.154440994,16.71,30.18
CRMS0164-H01,5,2014,25.64465061,2.700853257,18.35,31.77
CRMS0164-H01,5,2017,25.64092739,2.701669189,17.73,31.47
CRMS0336-H01,9,2021,25.63882682,1.231315346,23.12,28.11
CRMS0978-H01,10,2016,25.62143815,2.130321448,19.76,30.1
CRMS0337-H01,5,2017,25.6175538,2.3756326,18.51,31.28
CRMS0337-H01,5,2014,25.59580647,2.431343159,17.95,32
CRMS0175-H01,10,2021,25.59435484,3.476853019,14.3,31.16
CRMS0310-H01,10,2016,25.57642472,2.216858129,19.53,31.33
CRMS0318-H01,10,2016,25.57307797,2.493456095,17.82,31.92
CRMS0335-H01,10,2021,25.54936827,3.353292737,15.32,30.11
CRMS0292-H01,10,2015,25.54395162,1.432696422,20.6,29.01
CRMS0319-H01,5,2013,25.54284946,3.161273775,17.65,32.48
CRMS0337-H01,10,2016,25.5335645,1.981066536,20.57,29.37
CRMS0178-H01,4,2007,25.51541349,1.44311924,22.73,29.13
CRMS0336-H01,10,2016,25.49647847,2.12498809,19.55,29.7
CRMS0319-H01,10,2016,25.49161294,2.057095404,20.11,29.02
CRMS0164-H01,10,2016,25.47623654,2.17773564,19.63,29.83
CRMS0164-H01,5,2013,25.47215053,3.445783745,15.87,31.71
CRMS0175-H01,5,2013,25.4632167,3.250767076,14.64,34.02
CRMS0335-H01,5,2013,25.44969044,3.290367824,15.67,34.24
CRMS0319-H01,10,2021,25.42888441,3.151753043,16.42,29.44
CRMS0178-H01,5,2017,25.4193279,2.209735751,18.64,29.46
CRMS0175-H01,10,2016,25.39185483,2.170402246,19.33,30.69
CRMS0310-H01,10,2019,25.38938174,3.64993636,15.66,32.9
CRMS0178-H01,5,2014,25.3611828,2.253226669,20.21,30.98
CRMS0318-H01,10,2019,25.35871796,3.870874419,13.47,33.54
CRMS0164-H01,10,2019,25.35518817,3.475557274,16.51,31.84
CRMS0335-H01,10,2016,25.33372315,2.072763506,19.47,29.47
CRMS0978-H01,10,2019,25.33170698,3.704864092,16.49,31.92
CRMS0178-H01,10,2016,25.3058199,1.904399893,20.43,28.88
CRMS0319-H01,10,2019,25.30014786,3.613698402,17.64,31.65
CRMS0336-H01,10,2019,25.26119623,3.692268785,16.21,31.57
CRMS0292-H01,10,2014,25.25118281,3.077996129,17.28,33.2
CRMS0292-H01,4,2015,25.25043057,2.169249549,20.27,32.27
CRMS0337-H01,5,2013,25.24967742,3.238562114,13.57,32.54
CRMS0978-H01,10,2014,25.24654571,2.659357092,18.33,31.97
CRMS0292-H01,10,2021,25.2460852,3.8503872,14.8,31.71
CRMS0178-H01,10,2019,25.22959677,3.428030309,17.85,31.07
CRMS0319-H01,4,2015,25.21284724,1.477114084,20.78,28.87
CRMS0292-H01,4,2011,25.21101391,3.107622464,13.56,31.56
CRMS0175-H01,10,2019,25.19116933,3.615880613,16.51,32.64
CRMS0337-H01,10,2019,25.18193548,3.617368552,16.57,31.45
CRMS0335-H01,10,2019,25.17489249,3.687901904,16.2,31.64
CRMS0310-H01,4,2015,25.15673613,1.910448677,19.89,30.18
CRMS0319-H01,10,2014,25.11733871,2.381898686,20.39,30.35
CRMS0164-H01,10,2014,25.09950271,2.892988997,18.4,32.22
CRMS0336-H01,4,2015,25.09206948,1.568239357,20.51,29.89
CRMS0335-H01,4,2015,25.08290276,1.686520165,20.48,30.07
CRMS0337-H01,10,2014,25.08112906,2.459508155,18.08,31.73
CRMS0978-H01,4,2015,25.06281946,1.689695819,20.55,28.76
CRMS0336-H01,10,2014,25.02786294,2.519871197,19.01,30.75
CRMS0292-H01,10,2013,25.01833333,2.923325231,16.84,33.3
CRMS0310-H01,10,2014,25.01302416,2.735850149,16.92,33.42
CRMS0318-H01,10,2020,25.00793107,2.297617843,17.64,31.45
CRMS0175-H01,10,2014,24.98826612,2.738048621,18.4,31.67
CRMS0335-H01,10,2014,24.96934138,2.625225597,17.55,31
CRMS0336-H01,4,2011,24.9482865,2.251464069,17.08,30.27
CRMS0318-H01,10,2014,24.94419921,3.236294716,14.95,33.43
CRMS0318-H01,4,2015,24.93247222,2.385257982,18.18,31.68
CRMS0337-H01,4,2015,24.92786111,1.462990997,20.32,29.09
CRMS0310-H01,10,2013,24.92401884,2.728203591,18.15,31
CRMS0318-H01,10,2013,24.92398387,3.036958594,16.95,33.01
CRMS0164-H01,4,2015,24.92038946,1.956350942,19.6,30.16
CRMS0292-H01,10,2017,24.91073925,3.975104585,12.95,32.98
CRMS0292-H01,10,2020,24.90727149,2.928261555,15.04,31.12
CRMS0978-H01,4,2011,24.90636113,2.257673614,16.72,29.21
CRMS0164-H01,10,2013,24.90061825,2.637413307,17.66,30.08
CRMS0335-H01,4,2011,24.89272088,2.424653072,15.42,30.65
CRMS0178-H01,10,2014,24.888293,2.337325012,20.09,30.3
CRMS0178-H01,5,2013,24.88461023,2.952757752,17.59,30.52
CRMS0337-H01,10,2012,24.87601946,2.151041167,21.06,31.25
CRMS0978-H01,10,2013,24.87241936,2.608155146,18.73,29.86
CRMS0310-H01,4,2011,24.86984725,2.598694996,13.71,29.63
CRMS0164-H01,4,2011,24.861375,2.765811051,16.22,29.8
CRMS0175-H01,4,2015,24.85614748,1.801174915,19.96,30.37
CRMS0292-H01,10,2009,24.83146503,4.701814751,10.93,33.67
CRMS0175-H01,10,2006,24.81527489,3.645859841,14.99,32.95
CRMS0175-H01,10,2013,24.80196239,2.730758422,17.85,31.04
CRMS0175-H01,4,2011,24.80194446,2.564496195,15.07,29.38
CRMS0337-H01,10,2013,24.79345895,2.555559584,18.72,29.74
CRMS0319-H01,5,2015,24.78212118,1.148523826,21.92,27.85
CRMS0292-H01,4,2012,24.77376387,3.047781529,15.12,32.89
CRMS0336-H01,10,2013,24.76361558,2.668170791,18.42,29.96
CRMS0292-H01,4,2017,24.72408332,2.824300487,14.74,31.25
CRMS0335-H01,10,2013,24.69895163,2.659366072,17.8,30.29
CRMS0310-H01,4,2017,24.69654167,2.337783954,16.41,30.23
CRMS0310-H01,4,2012,24.687,2.63180714,14,30.54
CRMS0178-H01,10,2013,24.67611562,2.435168813,18.81,28.93
CRMS0337-H01,4,2011,24.66985937,2.344977374,16.26,30.19
CRMS0318-H01,4,2011,24.6693017,3.363656011,11.78,31.85
CRMS0319-H01,10,2013,24.66759407,2.567720407,19.11,29
CRMS0292-H01,10,2006,24.65463707,3.975485798,13.28,36.77
CRMS0978-H01,10,2020,24.60366934,2.727570807,15.69,29.72
CRMS0978-H01,10,2017,24.57387098,3.761278679,14.78,30.98
CRMS0310-H01,10,2017,24.57214575,3.901063132,13.55,31.93
CRMS0319-H01,4,2017,24.55794445,1.789902404,20,28.65
CRMS0319-H01,10,2020,24.54573924,2.369826764,16.62,28.88
CRMS0336-H01,4,2017,24.54322221,1.996066759,18.85,29.33
CRMS0978-H01,10,2007,24.53686828,3.913787181,13.68,29.61
CRMS0164-H01,4,2017,24.52972221,2.250886194,18.21,29.79
CRMS0978-H01,4,2012,24.52569448,2.468055968,15.73,30.19
CRMS0164-H01,10,2021,24.51673471,3.872095508,15,29.73
CRMS0178-H01,10,2017,24.51086017,3.674229632,15.17,30.01
CRMS0319-H01,4,2012,24.50794446,2.106331665,18.2,28.66
CRMS0336-H01,10,2020,24.50384409,2.561706691,16.18,29.13
CRMS0319-H01,4,2008,24.49383626,2.27915319,16.4,28.67
CRMS0178-H01,4,2015,24.4857222,1.289352563,20.84,27.93
CRMS0336-H01,4,2012,24.47962502,2.242823488,17.3,28.94
CRMS0175-H01,4,2017,24.47883335,2.428561891,15.39,30.21
CRMS0978-H01,4,2017,24.45537499,2.061625637,17.83,28.76
CRMS0178-H01,10,2021,24.45209346,3.188273512,16.97,30.04
CRMS0178-H01,10,2020,24.44991935,2.266454408,17.06,28.55
CRMS0318-H01,4,2017,24.43904359,2.710916107,14.9,30.6
CRMS0337-H01,10,2017,24.43857527,3.694785545,14.79,30.47
CRMS0319-H01,10,2009,24.43813173,4.042370688,15.8,31.26
CRMS0978-H01,10,2006,24.42983873,3.484521128,15.35,30.95
CRMS0335-H01,10,2020,24.42365592,2.650911213,15.1,29.61
CRMS0175-H01,10,2020,24.42008063,2.839751567,15.04,30.1
CRMS0178-H01,4,2011,24.41731943,2.13373454,18.04,28.16
CRMS0310-H01,10,2020,24.41373654,2.719185973,14.95,29.34
CRMS0337-H01,10,2006,24.39767157,3.532281519,10.82,32.66
CRMS0318-H01,10,2017,24.39756719,4.126491319,10.94,32.81
CRMS0164-H01,10,2020,24.3926344,2.685771003,15.57,28.96
CRMS0164-H01,10,2017,24.38311824,4.001022842,12.71,31.01
CRMS0337-H01,10,2020,24.38294351,2.306395312,16.65,29.1
CRMS0319-H01,10,2017,24.38220427,3.806277798,14.69,30.48
CRMS0336-H01,10,2006,24.37436829,3.535425137,11.78,31.31
CRMS0175-H01,10,2017,24.36922041,3.951815808,14.24,31.99
CRMS0164-H01,10,2009,24.36401883,4.288810586,14.54,32.47
CRMS0336-H01,10,2017,24.36133062,3.879182548,14.96,30.64
CRMS0335-H01,10,2017,24.35971774,3.778812291,14.36,31.08
CRMS0164-H01,10,2006,24.35767474,3.48238623,15.92,31.45
CRMS0175-H01,4,2012,24.356625,2.383929345,16.99,29.27
CRMS0318-H01,10,2007,24.34042582,4.539588255,10.11,32.03
CRMS0292-H01,10,2023,24.33513442,3.095506732,14.93,31.62
CRMS0164-H01,4,2012,24.3351111,2.684858098,16.61,29.88
CRMS0337-H01,10,2007,24.32930135,3.89518169,12.68,29.49
CRMS0335-H01,4,2017,24.32486111,2.088812576,17.43,28.76
CRMS0292-H01,10,2007,24.32177421,4.423557922,12.01,33.26
CRMS0335-H01,4,2012,24.30895834,2.360944133,14.97,30.68
CRMS0336-H01,10,2007,24.27701348,3.974704101,14.71,29.77
CRMS0318-H01,10,2015,24.25767474,2.673081508,16.53,31.91
CRMS0978-H01,10,2015,24.25358791,2.272643692,18.28,28.94
CRMS0164-H01,10,2007,24.25244628,3.865280465,13.49,29.72
CRMS0978-H01,10,2009,24.24713706,4.303567682,12.9,31.86
CRMS0164-H01,10,2015,24.23004033,2.442021316,17.28,28.64
CRMS0175-H01,10,2007,24.18432798,4.130125796,11.88,30.09
CRMS0175-H01,10,2015,24.17778223,2.443469926,17.69,30.24
CRMS0337-H01,10,2009,24.1531989,4.089047244,13.74,32.47
CRMS0336-H01,10,2009,24.15151884,4.39129708,14.06,31.91
CRMS0175-H01,10,2009,24.15045698,4.309765276,12.49,33.15
CRMS0336-H01,10,2015,24.13284945,2.151087213,18.11,28.39
CRMS0178-H01,10,2007,24.12065859,3.733301448,14.99,29.06
CRMS0292-H01,10,2010,24.11618285,2.878723111,14.2,30.79
CRMS0337-H01,4,2012,24.09841667,2.431334157,12.75,29.23
CRMS0337-H01,4,2017,24.08799997,2.327647562,13.5,28.5
CRMS0178-H01,4,2017,24.07752775,1.780404361,19.36,27.84
CRMS0319-H01,10,2015,24.07668009,2.10349416,18.47,28.39
CRMS0178-H01,10,2009,24.06979839,3.863905186,15.53,30.85
CRMS0318-H01,10,2009,24.06452219,4.959668037,9.03,33.91
CRMS0337-H01,10,2015,24.05575271,2.043062495,18.78,28.58
CRMS0292-H01,10,2019,24.03906244,1.85550727,21.88,27.5
CRMS0292-H01,4,2022,24.01386164,3.460586512,13.24,31.98
CRMS0175-H01,10,2010,24.01200267,2.497251435,16.44,29.72
CRMS0164-H01,10,2010,24.00985212,2.689548448,17.05,30.07
CRMS0178-H01,10,2015,23.98778226,2.032700398,18.19,28.17
CRMS0978-H01,10,2012,23.98751343,3.851331635,11.78,30.74
CRMS0292-H01,10,2022,23.96688171,3.218882438,14.94,32.08
CRMS0310-H01,10,2012,23.94696237,3.778820986,10.08,31.08
CRMS0178-H01,4,2012,23.94361614,2.131424518,17.54,27.94
CRMS0318-H01,10,2012,23.93979564,4.362358884,9.17,34.31
CRMS0319-H01,4,2011,23.93638886,3.478076713,13.77,28.56
CRMS0310-H01,10,2015,23.88635104,1.923939951,17.66,28.56
CRMS0335-H01,10,2015,23.8783199,2.093258323,17.36,29.19
CRMS0310-H01,10,2010,23.86926078,2.540655882,15.23,29.63
CRMS0164-H01,10,2012,23.86908602,3.596068637,12.49,30.78
CRMS0319-H01,10,2023,23.85619885,2.339641104,16.61,27.16
CRMS0978-H01,10,2010,23.85490592,2.534805366,15.02,28.82
CRMS0164-H01,10,2023,23.85127862,2.905940491,15.81,28.84
CRMS0164-H01,4,2008,23.85012497,3.306376515,13.26,31.14
CRMS0310-H01,4,2008,23.8448472,3.003692649,14.8,29.5
CRMS0319-H01,10,2010,23.82065861,2.125118427,18.28,28.04
CRMS0318-H01,10,2010,23.79900535,3.532464228,13.17,32.69
CRMS0337-H01,10,2010,23.79541161,2.356225978,17.41,29.26
CRMS0319-H01,10,2012,23.78485216,3.304655145,13.4,28.43
CRMS0292-H01,4,2008,23.78379164,4.061678941,9.94,33.7
CRMS0978-H01,10,2023,23.77374997,3.098154183,16.41,29.1
CRMS0318-H01,10,2008,23.77002687,4.064321494,9.21,32.84
CRMS0336-H01,10,2023,23.76711017,2.971242779,16.1,28.87
CRMS0318-H01,10,2023,23.76610216,3.418933589,12.71,30.37
CRMS0978-H01,4,2008,23.75908329,2.987295286,13.27,29.29
CRMS0175-H01,10,2023,23.74303769,3.047445013,15.5,29.13
CRMS0336-H01,10,2010,23.733284,2.333306712,16.77,28.8
CRMS0292-H01,10,2008,23.72264785,4.042586831,9.42,31.5
CRMS0318-H01,4,2012,23.71465009,3.748715225,12.18,33.07
CRMS0335-H01,10,2010,23.70583556,2.286424281,15.86,28.54
CRMS0292-H01,10,2012,23.70444896,4.188878475,10.22,31.58
CRMS0336-H01,4,2008,23.69168055,3.016104128,14.44,29.69
CRMS0335-H01,10,2023,23.69127688,2.979166341,14.59,29.14
CRMS0337-H01,10,2023,23.68603492,2.744646739,16.56,28.51
CRMS0310-H01,10,2023,23.64967742,3.112109346,15.67,29.59
CRMS0310-H01,10,2008,23.64385754,3.614282865,11.27,31.08
CRMS0178-H01,10,2012,23.63305106,3.160809058,13.73,28.14
CRMS0178-H01,10,2023,23.62872311,2.712056211,17.74,28.52
CRMS0178-H01,10,2010,23.62252691,2.186545829,18.36,28.29
CRMS0336-H01,10,2012,23.61944888,3.63112971,12.52,29.3
CRMS0175-H01,10,2012,23.6081721,3.808161906,10.31,31.66
CRMS0319-H01,10,2008,23.60274192,3.262128901,14.73,29.62
CRMS0164-H01,4,2022,23.59927775,2.980344916,13.8,29.7
CRMS0292-H01,4,2020,23.56856946,2.814168176,14.49,31.11
CRMS0319-H01,4,2020,23.56548608,1.910674311,18.43,28.3
CRMS0175-H01,3,2012,23.54886917,2.412128714,13.39,28.57
CRMS0318-H01,10,2011,23.5427804,3.425566775,13.1,31.06
CRMS0337-H01,10,2008,23.54044353,3.392831763,11.77,29.09
CRMS0310-H01,4,2020,23.52298611,2.428278913,14.43,29.41
CRMS0310-H01,4,2022,23.5194583,3.114016203,12.38,30.08
CRMS0336-H01,10,2008,23.4928629,3.47639087,12.78,30.55
CRMS0292-H01,4,2010,23.48972224,2.849314254,14.88,30.49
CRMS0175-H01,4,2008,23.48387497,3.352740749,10.01,30
CRMS0336-H01,4,2020,23.48280558,2.132459108,17.53,28.86
CRMS0310-H01,4,2010,23.47275417,2.148334847,18.15,28.51
CRMS0292-H01,4,2023,23.46722222,2.78989934,16.32,30.82
CRMS0319-H01,4,2010,23.46269018,1.564805153,19.95,27.23
CRMS0336-H01,4,2022,23.46074121,2.601395324,15.89,28.95
CRMS0978-H01,4,2020,23.45961112,2.367972679,16.67,28.82
CRMS0178-H01,10,2008,23.43860215,3.2178581,14.08,27.8
CRMS0310-H01,4,2016,23.43298613,2.543717481,14.01,28.61
CRMS0337-H01,4,2020,23.43133239,1.961557212,17.92,29.21
CRMS0164-H01,4,2020,23.41161112,2.229352362,17.26,29.13
CRMS0336-H01,4,2010,23.37481941,1.868302564,18.95,28.57
CRMS0164-H01,4,2023,23.37136113,2.515929337,18.66,29.73
CRMS0164-H01,4,2016,23.36708334,2.437208009,15.62,28.23
CRMS0319-H01,4,2016,23.35677778,2.102400012,17.54,27.81
CRMS0164-H01,3,2012,23.35149194,2.990726706,12.69,29.26
CRMS0175-H01,4,2020,23.34474998,2.440423022,15.94,30.35
CRMS0978-H01,4,2022,23.34413886,2.79512841,14.58,28.79
CRMS0337-H01,4,2022,23.32812144,2.404327588,16,28.38
CRMS0337-H01,4,2008,23.32469447,3.213281966,9.11,29.54
CRMS0318-H01,4,2008,23.29739861,3.821841321,7.95,31.02
CRMS0978-H01,4,2016,23.29256942,2.378467714,15.87,28.08
CRMS0336-H01,4,2023,23.29176389,2.231909702,18.53,27.62
CRMS0164-H01,3,2020,23.28873656,3.751741275,13.75,30.3
CRMS0978-H01,4,2010,23.278943,1.948565056,16.99,27.44
CRMS0318-H01,4,2020,23.27753498,2.810308266,11.39,30.35
CRMS0319-H01,4,2023,23.27184724,2.222280098,18.75,27.99
CRMS0978-H01,10,2022,23.2667742,3.092679174,13.05,28.97
CRMS0318-H01,10,2022,23.26571239,3.589826792,11.05,33.98
CRMS0335-H01,4,2022,23.24645069,2.787633863,12.81,30.12
CRMS0335-H01,4,2020,23.238875,2.322912916,14.67,28.89
CRMS0336-H01,10,2022,23.23025536,2.92009101,14.42,28.51
CRMS0310-H01,4,2023,23.22470835,2.446148843,17.2,28.74
CRMS0335-H01,10,2012,23.2212987,3.860601654,10.16,29
CRMS0175-H01,4,2016,23.20893055,2.500571379,14.81,28.6
CRMS0319-H01,4,2022,23.18920832,2.470045825,16.85,28.63
