"","Achirus lineatus","Alpheus heterochaelis","Anchoa mitchilli","Archosargus probatocephalus","Ariopsis felis","Armases americanum","Armases benedicti","Armases cinereum","Bagre marinus","Bairdiella chrysoura","Bathygobius soporator","Callinectes sapidus","Callinectes similis","Citharichthys spilopterus","Clibanarius vittatus","Crassostrea virginica","Ctenogobius boleosoma","Ctenogobius shufeldti","Cynoscion arenarius","Cynoscion nebulosus","Cyprinodon variegatus","Dormitator maculatus","Eleotris amblyopsis","Eucinostomus argenteus","Eucinostomus melanopterus","Eurytium limosum","Evorthodus lyricus","Fundulus grandis","Fundulus jenkinsi","Fundulus pulvereus","Fundulus similis","Fundulus xenicus","Gobionellus oceanicus","Gobiosoma bosc","Lagodon rhomboides","Leiostomus xanthurus","Littoraria irrorata","Lucania parva","Lutjanus griseus","Menidia beryllina","Micropogonias undulatus","Minuca spp.","Mugil cephalus","Mugil curema","Myrophis punctatus","Negaprion brevirostris","Neverita delessertiana","Opsanus beta","Pachygrapsus gracilis","Pagurus longicarpus","Palaemon spp.","Panopeus spp.","Paralichthys lethostigma","Penaeus aztecus","Penaeus duorarum","Penaeus setiferus","Petrolisthes armatus","Phrontis vibex","Poecilia latipinna","Pogonias cromis","Probopyrus pandalicola","Rhithropanopeus harrisii","Sciaenops ocellatus","Sesarma reticulatum","Solenosteira cancellaria","Symphurus plagiusa","Syngnathus louisianae","Syngnathus scovelli","Trinectes maculatus","Urosalpinx cinerea","SampleID","mean_sti","mean_sti_2.5","Year","mean_sti_range"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,6,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.44828922305246,-5.21131590416557,"2016",20.5690787854948
"2",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,19,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3.59787980413829,-6.25360589738075,"2016",21.3406249176997
"3",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,4,0,0,2,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3",5.71633465955493,0.4816553438032,"2016",11.6907095741581
"4",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,57,0,0,10,0,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4",3.9626949311945,-4.85507267144419,"2016",17.3731210084115
"5",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2,0,37,0,0,1,0,0,0,0,0,222,1,0,8,0,130,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"5",2.91194597121618,-7.46307748780657,"2016",21.7530661363238
"6",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,207,6,0,8,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"6",2.23195704022252,-9.39354545815689,"2016",24.9271166634788
"7",0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,59,0,0,13,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7",3.62131868518298,-7.17160810892571,"2016",21.9139670828139
"8",0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,102,0,0,57,0,286,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"8",3.93980805075779,-6.11976545612304,"2016",20.1212228819566
"9",0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,0,104,1,0,15,0,167,0,0,1,0,0,0,0,3,0,0,0,0,0,0,"9",3.76906322591571,-5.32062025861069,"2016",18.438578832265
"10",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,92,4,0,6,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"10",2.61726743919069,-8.50134002671522,"2016",23.7010130233235
"11",0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,46,1,0,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11",3.35754214626362,-7.16550014371457,"2016",21.8771521124632
"12",0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12",3.94187448259507,-6.13580368469868,"2016",22.1329462363252
"13",1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13",3.42551826026855,-8.31439037228503,"2016",24.8333535283804
"14",0,0,4,0,0,0,0,0,0,0,0,10,1,1,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,11,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"14",3.74757238372928,-6.58829752692375,"2016",21.1839870172585
"15",0,0,7,0,0,0,0,3,0,0,0,93,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,112,0,0,33,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",3.72723137800204,-7.32611584635477,"2016",23.2168318574915
"16",0,0,0,0,0,0,0,3,0,0,0,46,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,17,0,0,23,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16",4.86495515621445,-4.11787848907548,"2016",18.9343783328018
"17",0,0,0,0,0,0,0,1,0,0,0,102,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,175,0,0,28,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17",3.40486535070485,-7.59022363295426,"2016",22.9105664645064
"18",0,0,0,0,0,0,0,2,0,0,0,170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,70,0,0,11,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18",4.6469809635623,-6.27879670706383,"2016",23.393173263903
"19",0,0,3,0,0,0,0,0,0,0,0,23,0,1,0,0,13,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,311,0,0,21,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19",3.30167568857721,-6.36302053948454,"2016",18.5680961797153
"20",0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,67,3,0,2,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"20",2.9997992664295,-8.22441823688047,"2016",23.308469794742
"21",0,0,1,0,0,0,0,1,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53,2,0,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21",3.31793284039572,-7.34805382022122,"2016",21.7466778155541
"22",1,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,43,0,0,13,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"22",3.98688389689154,-6.38218067642715,"2016",21.2088610607717
"23",0,0,0,0,0,0,0,3,0,0,0,38,0,0,0,0,10,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,94,1,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23",3.42629141558241,-7.94158643809369,"2016",24.0696699748033
"24",1,0,0,0,0,0,5,0,0,0,0,23,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,70,3,0,12,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24",4.378763470965,-5.85245086835523,"2016",21.1391255665882
"25",0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,0,20,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25",4.7846599518868,-4.6842593716692,"2016",19.7211295527882
"26",0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,39,2,0,14,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26",4.04244557940761,-6.13613648648029,"2016",21.0145454034939
"27",0,0,0,0,0,0,0,8,0,0,0,50,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,98,1,0,56,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27",4.17035983382584,-5.94407547998102,"2016",22.1306505656406
"28",0,0,0,0,0,0,0,4,0,0,0,39,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,67,0,0,13,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28",3.90996887759291,-5.92418226872235,"2016",20.0178438513252
"29",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5,2,0,0,0,0,0,0,0,106,1,0,7,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29",2.92838220381977,-7.40551898969794,"2016",20.8302924521014
"30",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,102,0,0,11,0,130,0,0,9,0,0,0,0,0,0,0,0,0,0,0,"30",3.69756950505964,-4.92468288001517,"2016",17.7289275401939
"31",0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,8,1,0,1,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"31",6.07271556135331,2.0399815794957,"2016",9.45974281704163
"32",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,21,3,0,34,0,115,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"32",4.55505366546236,-4.59600833432419,"2016",18.5867386463616
"33",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,122,0,0,21,0,88,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"33",3.41260447704287,-6.95640535702308,"2016",21.6049100898158
"34",0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,0,22,0,36,0,0,2,0,0,0,0,0,0,1,0,0,0,0,"34",4.53198848660279,-4.82590562926503,"2016",19.8117518966123
"35",0,6,48,0,0,0,0,0,0,0,0,43,0,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,39,0,0,2,0,72,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"35",4.0691418044926,-5.9946796062283,"2016",20.8009401030647
"36",0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,79,0,0,8,0,87,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"36",4.14474614944073,-5.44195177282543,"2016",19.4595353239309
"37",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,101,1,0,0,0,0,0,0,0,17,0,0,2,0,71,0,0,21,0,0,0,0,0,0,1,0,0,0,0,"37",5.42672637322237,-1.10771175016078,"2016",13.7558569683062
"38",0,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,84,0,0,5,0,30,0,0,1,0,0,0,0,2,0,0,0,0,0,0,"38",3.70058416988931,-8.36655317865538,"2016",25.3456438489183
"39",0,0,0,0,0,0,0,3,0,0,0,63,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,43,1,0,9,0,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"39",4.37402677527386,-5.81900401955936,"2016",20.6609667697223
"40",0,0,0,0,0,0,0,0,0,0,0,101,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,23,0,0,17,0,68,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"40",4.8920928368704,-5.50845778497957,"2016",21.7295362045688
"41",0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,16,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"41",4.20956796218605,-5.30949415848369,"2016",19.7510118067264
"42",0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42",4.32281146126741,-6.10276799585138,"2016",23.2484818275486
"43",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43",4.40265671545081,-5.18012508928776,"2016",20.4524998801947
"44",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44",4.21233342332541,-4.25591845615026,"2016",16.4038775283995
"45",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45",4.31331467850779,-4.89263170518373,"2016",20.2553946181347
"46",0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,3,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"46",2.63049821340505,-8.50335628986359,"2016",23.387534185305
"47",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"47",4.14027143350089,-5.42058345625798,"2016",20.8114998633663
"48",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,40,0,40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,"48",3.6945689715131,-6.37780547178144,"2016",21.4232250539373
"49",0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49",4.58895331655836,-5.89587512910366,"2016",21.4521249580383
"50",0,0,0,0,0,4,0,0,0,0,0,1,3,0,5,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,21,0,0,32,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50",4.67512623903058,-5.43515009373426,"2016",21.7101997758746
"51",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,6,0,0,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51",4.27314798926078,-5.4787346670657,"2016",19.1899690629523
"52",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,1,0,14,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"52",4.25604572678925,-6.22759270910864,"2016",21.6916665251608
"53",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"53",4.32476116933489,-5.43337508946657,"2016",19.4211249539256
"54",0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54",3.86493592714328,-5.36711548053301,"2016",17.7261538437697
"55",0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,1,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55",3.00384070989001,-8.64750013888859,"2016",24.8167621822631
"56",0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,39,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"56",2.87152881134966,-9.07111934704143,"2016",25.9218021339109
"57",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57",3.84525959721376,-8.13650016287962,"2016",26.1579998105764
"58",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58",4.39314370093232,-6.91404777651741,"2016",24.3408332115128
"59",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,1,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59",4.02226407633381,-5.38211967374968,"2016",18.9195108424062
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60",3.92387434501868,-5.80147738077424,"2016",19.244318101081
"61",0,0,22,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,135,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61",2.76303967483951,-8.83220662580811,"2016",24.3075100501298
"62",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,12,1,0,6,0,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"62",3.84491476174408,-5.33235781369655,"2016",17.5029065353357
"63",0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"63",3.97499944425447,-7.0080987265832,"2016",23.3270421209889
"64",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"64",4.3594919869594,-4.83482153245381,"2016",18.5289285148893
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65",4.0689608242023,-6.13972232739131,"2016",20.78347206778
"66",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,8,1,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"66",4.43219532540314,-5.6087699417084,"2016",20.4024999508782
"67",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"67",3.97465615643725,-5.86911775136695,"2016",20.0332353106316
"68",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"68",3.62116528144635,-6.26395615902576,"2016",19.7209065264398
"69",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,29,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"69",2.87315424404841,-8.40262311345241,"2016",24.5101227414413
"70",0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,79,0,0,22,0,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"70",2.9175573130564,-7.54608301480505,"2016",22.2036897436342
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71",3.60216760806923,-6.12151172382887,"2016",18.9478488284488
"72",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72",5.0583174299937,-6.39486121286949,"2016",23.2493748156561
"73",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73",2.66304797160887,-8.96059390306473,"2016",24.7023748940229
"74",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,2,0,2,0,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"74",4.7484030843274,-5.53462178242442,"2016",19.5107730298254
"75",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75",3.7692777006209,-6.38932553302674,"2016",21.1779760956764
